Sales for FY,2025
Date,Currency,Trans Ref,Lot Ref,Qty Sold,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR)
2024-07-04 02:00:55,XRP,S786,9d68e351,-0.14500000,8.83,1.28,1.24,-0.04
2024-07-04 02:00:55,XRP,S786,0fbacaac,-1.35500000,8.51,11.53,11.58,0.05
2024-11-18 10:13:40,XRP,S787,0fbacaac,-250.00000000,8.51,2127.50,5190.00,3062.50
2024-11-18 10:13:40,XRP,S788,0fbacaac,-245.00000000,8.51,2084.95,5086.20,3001.25
2024-11-18 10:13:40,XRP,S789,0fbacaac,-1.50000000,8.51,12.77,31.10,18.34
2024-11-18 10:13:40,XRP,S790,0fbacaac,-1.47000000,8.51,12.51,30.47,17.96
2024-11-18 10:14:56,ETH,S791,daece2c1,-0.00600027,27622.96,165.75,340.43,174.69
2024-11-18 10:14:56,ETH,S791,9f230823,-0.11699973,29400.00,3439.79,6638.09,3198.30
2024-11-18 10:14:56,ETH,S792,9f230823,-0.00073800,29400.00,21.70,41.98,20.28
2024-11-18 10:14:57,ETH,S793,9f230823,-0.06004700,29400.00,1765.38,3406.28,1640.90
2024-11-18 10:14:57,ETH,S794,9f230823,-0.00024018,29400.00,7.06,13.66,6.60
2024-11-18 10:14:57,ETH,S795,9f230823,-0.01695300,29400.00,498.42,961.69,463.27
2024-11-18 10:14:57,ETH,S796,9f230823,-0.00006781,29400.00,1.99,3.85,1.86
2024-11-21 12:12:38,ETH,S797,9f230823,-0.00982400,29400.00,288.83,573.99,285.16
2024-11-21 12:12:38,ETH,S798,9f230823,-0.00003929,29400.00,1.16,2.29,1.13
2024-11-21 12:12:44,ETH,S799,9f230823,-0.09509099,29400.00,2795.68,5555.97,2760.30
2024-11-21 12:12:44,ETH,S799,32ba6fc0,-0.06662101,28400.00,1892.04,3892.53,2000.49
2024-11-21 12:12:44,ETH,S800,32ba6fc0,-0.00064684,28400.00,18.37,37.85,19.48
2024-11-21 12:12:51,ETH,S801,32ba6fc0,-0.02846400,28400.00,808.38,1663.09,854.71
2024-11-21 12:12:51,ETH,S802,32ba6fc0,-0.00011385,28400.00,3.23,6.66,3.43
2024-11-21 18:51:17,ETH,S803,32ba6fc0,-0.06366500,28400.00,1808.09,3887.44,2079.35
2024-11-21 18:51:17,ETH,S804,32ba6fc0,-0.00019099,28400.00,5.42,11.69,6.27
2024-11-21 18:53:18,ETH,S805,32ba6fc0,-0.00319000,28400.00,90.60,194.78,104.18
2024-11-21 18:53:18,ETH,S806,32ba6fc0,-0.00000957,28400.00,0.27,0.58,0.31
2024-11-21 18:53:38,ETH,S807,32ba6fc0,-0.02391100,28400.00,679.07,1460.02,780.95
2024-11-21 18:53:38,ETH,S808,32ba6fc0,-0.00007173,28400.00,2.04,4.38,2.34
2024-11-21 18:54:41,ETH,S809,32ba6fc0,-0.08098700,28400.00,2300.03,4945.14,2645.11
2024-11-21 18:54:41,ETH,S810,32ba6fc0,-0.00024296,28400.00,6.90,14.86,7.96
2024-11-21 18:55:08,ETH,S811,32ba6fc0,-0.02824700,28400.00,802.21,1724.79,922.58
2024-11-21 18:55:08,ETH,S812,32ba6fc0,-0.00008474,28400.00,2.41,5.18,2.77
2024-11-23 14:27:34,ETH,S813,32ba6fc0,-0.00355431,28400.00,100.94,225.70,124.76
2024-11-23 14:27:34,ETH,S813,f5cce330,-0.19644569,36498.00,7169.87,12474.30,5304.43
2024-11-23 14:27:34,ETH,S814,f5cce330,-0.00080000,36498.00,29.20,50.66,21.46
2024-11-27 21:50:45,ETH,S815,f5cce330,-0.00275431,36498.00,100.53,183.44,82.91
2024-11-27 21:50:45,ETH,S815,03f8a445,-0.00700000,32942.86,230.60,466.20,235.60
2024-11-27 21:50:45,ETH,S815,3a87c193,-0.19239269,32948.96,6339.14,12813.35,6474.21
2024-11-27 21:50:45,ETH,S816,3a87c193,-0.00060644,32948.96,19.98,40.38,20.40
2024-12-04 20:27:22,BCH,S817,385e07fc,-0.01497969,6527.55,97.78,152.07,54.29
2024-12-04 20:27:22,BCH,S817,4ce655d0,-0.04002031,15116.14,604.95,406.29,-198.67
2024-12-04 20:27:22,BCH,S818,4ce655d0,-0.00027500,15116.14,4.16,2.90,-1.26
2024-12-04 20:46:30,BCH,S819,4ce655d0,-0.15970469,15116.14,2414.12,1621.32,-792.80
2024-12-04 20:46:30,BCH,S819,219e7348,-0.05000000,16177.76,808.89,507.60,-301.29
2024-12-04 20:46:30,BCH,S819,79b0988e,-0.09000000,16177.76,1456.00,913.68,-542.32
2024-12-04 20:46:30,BCH,S819,637c920c,-0.05000000,16177.76,808.89,507.60,-301.29
2024-12-04 20:46:30,BCH,S819,9384809e,-0.01000000,16177.76,161.78,101.52,-60.26
2024-12-04 20:46:30,BCH,S819,303d5014,-0.20000000,15655.74,3131.15,2030.40,-1100.75
2024-12-04 20:46:30,BCH,S819,11345ce7,-0.49000000,13297.66,6515.85,4974.48,-1541.38
2024-12-04 20:46:30,BCH,S819,b6e23115,-0.01000000,13297.66,132.98,101.52,-31.46
2024-12-04 20:46:30,BCH,S819,5f22e3be,-0.03449531,12430.00,428.78,350.20,-78.58
2024-12-04 20:46:30,BCH,S820,5f22e3be,-0.00328260,12430.00,40.80,34.28,-6.52

Balances at end of FY,2025
Currency,Balance Units,Balance Value (ZAR),Remaining Lots
BCH,0.00222209,27.62,5f22e3be:0.00222209:12430.00
ETH,8.7E-7,0.03,3a87c193:8.7E-7:32948.96
XBT,0.00002029,9.93,bb53c0e3:0.00002029:489522.00
XRP,0.67500000,5.74,0fbacaac:0.67500000:8.51
